journalCount	pubName	pubSynonyms	titles	webservers	journalEIssns	journalIssns	uid	countries	languages
295	NLM Informa Healthcare	Routledge|Infroma Healthcare|CRC Press|F. Cass|Inform Healthcare|Informa Healthcare|Published by Edinburgh University Press Ltd on behalf of International Society of Biomechanics in Sports|Lawrence Erlbaum|American Industrial Hygiene Association|South African Medical Association, Health and Medical Pub. Group|Speech Communication Association|Haworth Press|Lawrence Erlbaum Publishers|Psychology Press|2010- : New York : Routledge	Journal of health & social policy.|Journal of ambulatory care marketing.|Journal of pediatric & perinatal nutrition.|Journal of hospital marketing.|Journal of marketing for mental health.|Journal of pharmaceutical marketing & management.|Journal of professional services marketing.|The Hospice journal.|Emergency health services review.|Clinical gerontologist.|Advances in alcohol & substance abuse.|Prevention in human services.|Emergency health services quarterly.|Aged care & services review.|Health & medical care services review.|Administration in social work.|Community mental health review.|AIHA journal : a journal for the science of occupational and environmental health and safety.|AIHAJ : a journal for the science of occupational and environmental health and safety.|American Industrial Hygiene Association journal.|Behavioral medicine.|SAHARA J : journal of Social Aspects of HIV/AIDS Research Alliance|Psychotherapy research : journal of the Society for Psychotherapy Research.|Neuropsychology, development, and cognition. Section B, Aging, neuropsychology and cognition.|Journal of nutrition in gerontology and geriatrics.|Biodemography and social biology.|Social work in public health.|Social neuroscience.|Journal of social work in end-of-life & palliative care.|Journal of evidence-based social work.|Behavioral sleep medicine.|Journal of social work in disability & rehabilitation.|Journal of hospital marketing & public relations.|Journal of trauma & dissociation : the official journal of the International Society for the Study of Dissociation (ISSD).|Journal of prevention & intervention in the community.|Psychology, health & medicine.|Teaching and learning in medicine.|Journal of health care chaplaincy.|Psychology & health.|Journal of community health nursing.|Journal of psychosocial oncology.|Journal of American college health : J of ACH.|Medical reference services quarterly.|Gerontology & geriatrics education.|Substance abuse : official publication of the Association for Medical Education and Research in Substance Abuse.|Journal of gerontological social work.|Nutrition and cancer.|Women & health.|Experimental aging research.|Social work in health care.|Journal of homosexuality.|Change.|Journal of motor behavior.|Journal of sex research.|Hospital topics.|Population studies.|The Journal of psychology.|The Journal of social psychology.|The Journal of general psychology.|The Quarterly journal of speech.|Sports biomechanics|International journal of phytoremediation.|Progress in clinical parasitology.|Critical reviews in bioengineering.|Critical reviews in diagnostic imaging.|CRC critical reviews in food science and nutrition.|The quarterly journal of experimental psychology : QJEP.|Memory.|Neuropsychological rehabilitation.|The Clinical neuropsychologist.|Cognition & emotion.|The Journal of genetic psychology.|Amyotrophic lateral sclerosis and frontotemporal degeneration.|Artificial cells, nanomedicine, and biotechnology.|Journal of plastic surgery and hand surgery.|Food additives & contaminants. Part A, Chemistry, analysis, control, exposure & risk assessment.|Informatics for health & social care.|International journal of speech-language pathology.|Mitochondrial DNA.|Systems biology in reproductive medicine.|Developmental neurorehabilitation.|Journal of LGBT health research.|Nanotoxicology|Acute cardiac care.|Amyotrophic lateral sclerosis : official publication of the World Federation of Neurology Research Group on Motor Neuron Diseases.|Disability and rehabilitation. Assistive technology.|Expert opinion on drug discovery.|Global public health.|Acta orthopaedica.|Clinical toxicology : the official journal of the American Academy of Clinical Toxicology and European Association of Poisons Centres and Clinical Toxicologists.|Cutaneous and ocular toxicology.|Expert opinion on drug metabolism & toxicology.|International journal of injury control and safety promotion.|Journal of dietary supplements.|Journal of visual communication in medicine.|COPD.|Expert opinion on drug delivery.|Fetal and pediatric pathology.|Journal of immunotoxicology.|Journal of occupational and environmental hygiene.|Natural product research.|Research in sports medicine.|Cognitive behaviour therapy.|Electromagnetic biology and medicine.|Expert opinion on drug safety.|International journal of audiology.|Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53.|Journal of enzyme inhibition and medicinal chemistry.|Journal of ethnicity in substance abuse.|The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians.|Journal of pain & palliative care pharmacotherapy.|Toxicology mechanisms and methods.|Traffic injury prevention.|The American journal of bioethics : AJOB.|Cell communication & adhesion.|Expert opinion on biological therapy.|Expert opinion on emerging drugs.|Expert opinion on therapeutic targets.|Journal of cosmetic and laser therapy : official publication of the European Society for Laser Dermatology.|Journal of immunoassay & immunochemistry.|The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry.|Attachment & human development.|Culture, health & sexuality.|Expert opinion on pharmacotherapy.|Nordic journal of psychiatry.|The aging male : the official journal of the International Society for the Study of the Aging Male.|Climacteric : the journal of the International Menopause Society.|Human fertility : journal of the British Fertility Society.|Journal of applied animal welfare science : JAAWS.|Journal of Asian natural products research.|Journal of medical economics.|Journal of toxicology and environmental health. Part A.|Journal of toxicology and environmental health. Part B, Critical reviews.|Medical mycology : official publication of the International Society for Human and Animal Mycology.|Pharmaceutical biology.|Aging & mental health.|Computer aided surgery : official journal of the International Society for Computer Aided Surgery.|Computer methods in biomechanics and biomedical engineering.|International journal of psychiatry in clinical practice.|Journal of lesbian studies.|Prehospital emergency care : official journal of the National Association of EMS Physicians and the National Association of State EMS Directors.|Scandinavian cardiovascular journal : SCJ.|Biomarkers : biochemical indicators of exposure, response, and susceptibility to chemicals.|Ethnicity & health.|The European journal of contraception & reproductive health care : the official journal of the European Society of Contraception.|Hematology.|Journal of addictions nursing.|Journal of intellectual & developmental disability.|Laterality.|Logopedics, phoniatrics, vocology.|Minimally invasive therapy & allied technologies : MITAT : official journal of the Society for Minimally Invasive Therapy.|Pharmaceutical development and technology.|Preparative biochemistry & biotechnology.|Stress : the international journal on the biology of stress.|Substance use & misuse.|Archives of physiology and biochemistry.|Archives of suicide research : official journal of the International Academy for Suicide Research.|Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence.|The European journal of general practice.|Isotopes in environmental and health studies.|Journal of receptor and signal transduction research.|Neurocase.|Amyloid : the international journal of experimental and clinical investigation : the official journal of the International Society of Amyloidosis.|Artificial cells, blood substitutes, and immobilization biotechnology.|Clinical allergy and immunology.|Expert opinion on investigational drugs.|Expert opinion on therapeutic patents.|Free radical research.|International journal of behavioral medicine.|Journal of agromedicine.|Molecular membrane biology.|Ophthalmic epidemiology.|Ophthalmic genetics.|Scandinavian journal of occupational therapy.|Clinical and experimental hypertension : CHE.|Drug delivery.|Eating disorders.|Endothelium : journal of endothelial cell research.|Harvard review of psychiatry.|Hypertension in pregnancy : official journal of the International Society for the Study of Hypertension in Pregnancy.|Journal of drug targeting.|Ocular immunology and inflammation.|Strabismus.|Anxiety, stress, and coping.|Blood pressure. Supplement.|Blood pressure.|Disability and rehabilitation.|International journal of food sciences and nutrition.|Journal of interprofessional care.|Journal of mental health.|Journal of the history of the neurosciences.|Biotechnic & histochemistry : official publication of the Biological Stain Commission.|International journal of environmental health research.|Journal of addictive diseases.|Journal of biopharmaceutical statistics.|Journal of environmental science and health. Part C, Environmental carcinogenesis & ecotoxicology reviews.|Animal biotechnology.|Cognitive neuropsychiatry.|Network : computation in neural systems.|Physiotherapy theory and practice.|Platelets.|Accountability in research.|AIDS care.|Annals of medicine.|Critical reviews in biochemistry and molecular biology.|Health communication.|Inhalation toxicology.|International review of psychiatry.|Journal of aging & social policy.|The Journal of dermatological treatment.|Journal of elder abuse & neglect.|Leukemia & lymphoma.|Autoimmunity.|Biofouling.|Growth factors.|International journal of radiation biology.|Journal of investigative surgery : the official journal of the Academy of Surgical Research.|Journal of liposome research.|Journal of women & aging.|Somatosensory & motor research.|Acta oncologica.|Brain injury : [BI].|British journal of neurosurgery.|Clinical linguistics & phonetics.|Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology.|Immunopharmacology and immunotoxicology.|Renal failure.|Scandinavian journal of plastic and reconstructive surgery and hand surgery|International reviews of immunology.|Pediatric hematology and oncology.|Seminars in ophthalmology.|Augmentative and alternative communication : AAC|Developmental neuropsychology.|Immunological investigations.|International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group.|Journal of clinical and experimental neuropsychology.|Chronobiology international.|Cognitive neuropsychology.|Endocrine research.|Health care for women international.|Journal of microencapsulation.|Cancer investigation.|Critical reviews in biotechnology.|Health marketing quarterly.|Journal of neurogenetics.|Journal of sports sciences.|Scandinavian journal of primary health care.|Journal of psychosomatic obstetrics and gynaecology.|Orbit.|Current eye research.|The Journal of asthma : official journal of the Association for the Care of Asthma.|Critical reviews in clinical laboratory sciences.|Critical reviews in food science and nutrition.|Critical reviews in microbiology.|Critical reviews in toxicology.|Experimental lung research.|Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology.|Physical & occupational therapy in pediatrics.|Ultrastructural pathology.|Home health care services quarterly.|Medical teacher.|Issues in mental health nursing.|Drug and chemical toxicology.|Drug development and industrial pharmacy.|Journal of medical engineering & technology.|Hemoglobin.|Issues in comprehensive pediatric nursing.|Journal of environmental science and health. Part. B, Pesticides, food contaminants, and agricultural wastes.|The American journal of drug and alcohol abuse.|Annals of human biology.|Journal of sex & marital therapy.|Avian pathology : journal of the W.V.P.A.|Connective tissue research.|Current medical research and opinion.|Drug metabolism reviews.|Scandinavian journal of rheumatology.|Upsala journal of medical sciences.|Journal of personality assessment.|Xenobiotica; the fate of foreign compounds in biological systems.|The International journal of neuroscience.|Scandinavian journal of infectious diseases. Supplementum.|Scandinavian journal of infectious diseases.|Scandinavian journal of gastroenterology. Supplement.|Scandinavian journal of urology and nephrology. Supplementum.|Scandinavian journal of urology and nephrology.|Scandinavian journal of gastroenterology.|British poultry science.|The International journal of clinical and experimental hypnosis.|Ergonomics.|Scandinavian journal of clinical and laboratory investigation.|Acta odontologica Scandinavica.|Acta oto-laryngologica.|Journal of clinical child psychology.|International journal of psychology : Journal international de psychologie.|Medicine, conflict, and survival.	tandfonline.com|informahealthcare.com|link.springer.com|ingentaconnect.com	|||||||||||||||1544-4376||1542-8125||||1813-4424|1468-4381|1744-4128|2155-1200|1948-5573|1937-190X|1747-0927|1552-4264|1543-3722|1540-2010|1536-7118|1539-0934|1529-9740|1540-7330|1465-3966|1532-8015|1528-6916|1476-8321|1532-7655|1540-7586|1940-3208|1540-9597|1545-3847|1547-0164|1540-4048|1532-7914|1541-0331|1096-4657|1541-034X|1540-3602|1939-9146|1940-1027|1559-8519||1477-4747|1940-1019|1940-1183|1940-0888|||1549-7879|||||1747-0226|1464-0686|1464-0694|1744-4144|1464-0600|1940-0896|2167-9223|2169-141X|2000-6764|1944-0057|1753-8165|1754-9515|1940-1744|1939-6376|1751-8431|1557-4105|1743-5404|1748-295X|1471-180X|1748-3115|1746-045X|1744-1706|1745-3682|1556-9519|1556-9535|1744-7607|1745-7319|1939-022X|1745-3062|1541-2563|1744-7593|1551-3823|1547-6901|1545-9632|1478-6427|1543-8635|1651-2316|1536-8386|1744-764X|1708-8186|1537-4424|1475-6374|1533-2659|1476-4954|1536-0539|1537-6524|1538-957X|1536-0075|1543-5180|1744-7682|1744-7623|1744-7631|1476-4180|1532-4230|1814-1412|1469-2988|1464-5351|1744-7666|1502-4725|1473-0790|1473-0804|1742-8149|1532-7604|1477-2213|1941-837X||1521-6950|1460-2709|1744-5116|1364-6915|1097-0150|1476-8259|1471-1788|1540-3548|1545-0066|1651-2006|1366-5804|1465-3419|1473-0782|1607-8454|1548-7148|1469-9532|1464-0678|1651-2022|1365-2931|1097-9867|1532-2297|1607-8888|1532-2491|1744-4160|1543-6136|1744-4136|1751-1402|1477-2639|1532-4281|1465-3656|1744-2818|1532-4184||1744-7658|1744-7674|1029-2470|1532-7558|1545-0813|1464-5203|1744-5086|1744-5094|1651-2014|1525-6006|1521-0464|1532-530X|1029-2373|1465-7309|1525-6065|1029-2330|1744-5078|1744-5132|1477-2205|1651-2480|1651-1999|1464-5165|1465-3478|1469-9567|1360-0567|1744-5213|1473-7760|1369-1619|1545-0848|1520-5711|1532-4095|1532-2378|1464-0619|1361-6536|1532-5040|1369-1635|1545-5815|1360-0451|1365-2060|1549-7798|1532-7027|1091-7691|1369-1627|1545-0821|1471-1753|1540-4129|1029-2403|1607-842X|1029-2454|1029-2292|1362-3095|1521-0553|1532-2394|1540-7322|1369-1651|1651-226X|1362-301X|1360-046X|1464-5076|1473-0766|1532-2513|1525-6049|1651-2073|1563-5244|1521-0669|1744-5205|1477-3848|1532-6942|1532-4311|1464-5157|1744-411X|1525-6073|1464-0627|1532-4206|1096-4665|1464-5246|1532-4192|1549-7801|1545-0864|1563-5260|1466-447X|1502-7724|1743-8942|1744-5108|1460-2202|1532-4303|1549-781X|1549-7852|1549-7828|1547-6898|1521-0499|1364-6893|1541-3144|1521-0758|1545-0856|1466-187X|1096-4673|1525-6014|1520-5762|1464-522X|1532-432X|1521-043X|1532-4109|1097-9891|1464-5033|1521-0715|1465-3338|1607-8438|1473-4877|1097-9883|1502-7732|2000-1967|1532-7752|1366-5928|1563-5279||1651-1980|1751-1895|1651-2537|1651-2065|1502-7708|1466-1799|1744-5183|1366-5847|1502-7686|1502-3850|1651-2251||1464-066X|	0897-7186|0886-9723|8756-6206|0883-7570|0883-7589|0883-7597|0748-4623|0742-969X|0738-6192|0731-7115|0270-3106|0270-3114|0163-9358|0161-1151|0160-7618|0364-3107|0363-1605|1542-8117|1529-8663|0002-8894|0896-4289|1729-0376|1050-3307|1382-5585|2155-1197|1948-5565|1937-1918|1747-0919|1552-4256|1543-3714|1540-2002|1536-710X|1539-0942|1529-9732|1085-2352|1354-8506|1040-1334|0885-4726|0887-0446|0737-0016|0734-7332|0744-8481|0276-3869|0270-1960|0889-7077|0163-4372|0163-5581|0363-0242|0361-073X|0098-1389|0091-8369|0009-1383|0022-2895|0022-4499|0018-5868|0032-4728|0022-3980|0022-4545|0022-1309|0033-5630|1476-3141|1522-6514|1062-0338|0731-6984|1040-8371|0099-0248|1747-0218|0965-8211|0960-2011|1385-4046|0269-9931|0022-1325|2167-8421|2169-1401|2000-656X|1944-0049|1753-8157|1754-9507|1940-1736|1939-6368|1751-8423|1557-4091|1743-5390|1748-2941|1748-2968|1748-3107|1746-0441|1744-1692|1745-3674|1556-3650|1556-9527|1742-5255|1745-7300|1939-0211|1745-3054|1541-2555|1742-5247|1551-3815|1547-691X|1545-9624|1478-6419|1543-8627|1650-6073|1536-8378|1474-0338|1499-2027|1537-4416|1475-6366|1533-2640|1476-7058|1536-0288|1537-6516|1538-9588|1526-5161|1541-9061|1471-2598|1472-8214|1472-8222|1476-4172|1532-1819|1562-2975|1461-6734|1369-1058|1465-6566|0803-9488|1368-5538|1369-7137|1464-7273|1088-8705|1028-6020|1369-6998|1528-7394|1093-7404|1369-3786|1388-0209|1360-7863|1092-9088|1025-5842|1365-1501|1089-4160|1090-3127|1401-7431|1354-750X|1355-7858|1362-5187|1024-5332|1088-4602|1366-8250|1357-650X|1401-5439|1364-5706|1083-7450|1082-6068|1025-3890|1082-6084|1381-3455|1381-1118|0929-7049|1381-4788|1025-6016|1079-9893|1355-4794|1350-6129|1073-1199|1075-7910|1354-3784|1354-3776|1071-5762|1070-5503|1059-924X|0968-7688|0928-6586|1381-6810|1103-8128|1064-1963|1071-7544|1064-0266|1062-3329|1067-3229|1064-1955|1061-186X|0927-3948|0927-3972|1061-5806|0803-8023|0803-7051|0963-8288|0963-7486|1356-1820|0963-8237|0964-704X|1052-0295|0960-3123|1055-0887|1054-3406|1059-0501|1049-5398|1354-6805|0954-898X|0959-3985|0953-7104|0898-9621|0954-0121|0785-3890|1040-9238|1041-0236|0895-8378|0954-0261|0895-9420|0954-6634|0894-6566|1042-8194|0891-6934|0892-7014|0897-7194|0955-3002|0894-1939|0898-2104|0895-2841|0899-0220|0284-186X|0269-9052|0268-8697|0269-9206|0951-3590|0892-3973|0886-022X|0284-4311|0883-0185|0888-0018|0882-0538|0743-4618|8756-5641|0882-0139|0265-6736|1380-3395|0742-0528|0264-3294|0743-5800|0739-9332|0265-2048|0735-7907|0738-8551|0735-9683|0167-7063|0264-0414|0281-3432|0167-482X|0167-6830|0271-3683|0277-0903|1040-8363|1040-8398|1040-841X|1040-8444|0190-2148|0144-3615|0194-2638|0191-3123|0162-1424|0142-159X|0161-2840|0148-0545|0363-9045|0309-1902|0363-0269|0146-0862|0360-1234|0095-2990|0301-4460|0092-623X|0307-9457|0300-8207|0300-7995|0360-2532|0300-9742|0300-9734|0022-3891|0049-8254|0020-7454|0300-8878|0036-5548|0085-5928|0300-8886|0036-5599|0036-5521|0007-1668|0020-7144|0014-0139|0036-5513|0001-6357|0001-6489|0047-228X|0020-7594|1362-3699	9000937|8710130|8712414|8708320|8708658|8709879|9881815|8505218|8404925|8300869|8107172|8209843|8102105|7808411|7806285|7800009|7609235|101146781|100939625|0371160|8804264|101226212|9110958|9614434|101558292|101500303|101308228|101279009|101235219|101197676|101149327|101132991|101121477|100898209|9702085|9604099|8910884|8800764|8807983|8411341|8309337|8214119|8219208|8101294|8808537|7903311|7905040|7608076|7603335|7603729|7502386|7703631|0236512|0062647|0411772|0376427|0376332|0376372|2985111R|0413726|101151352|101136878|9004907|8208626|8914817|7513255|101259775|9306862|9112672|8806548|8710375|2985112R|101587185|101594777|101534130|101485040|101475011|101320232|101487102|101464963|101304394|101254470|101233132|101276603|101283386|101255937|101295755|101256323|101231512|101241654|101266892|101228422|101247254|101249830|101254059|101211769|101228421|101230972|101201960|101189458|101167924|101167637|101143317|101133002|101163027|101140017|101133858|101150203|101083217|101136916|101125608|101134521|101144385|100898738|101096596|101125414|101135662|101127833|101136419|100963688|101120023|100901315|100883416|100897346|100927567|9808210|9810959|100888143|9804404|100888334|9892255|100960995|9802627|9815835|9812552|9705773|9708375|9802899|9709509|9891002|9703530|9708377|9606000|9608374|9712127|9708388|9616159|9610837|9609064|9617311|9612996|9610932|9607037|9617529|9602153|9510153|9504451|9512515|9513566|9602611|9509432|9511374|9433802|9431307|9431211|9434197|9516419|9423872|9421097|9421530|9430797|9435674|9436057|9502210|9305929|9417471|9315161|9412590|9312789|9421297|9312476|9312169|9310896|9212242|9300787|9301454|9207179|9432922|9205811|9212352|9441330|9107378|9106628|9107051|9200436|9317093|9011409|9713497|9431867|9015520|9208117|9100813|8915313|8906388|8903774|8908762|8910739|8918131|8914669|8918133|8914370|9007422|8900070|9200331|9000468|8809243|8809255|9001952|8916635|8904127|8709065|8710358|8800054|8802622|8807913|8800150|8701128|8707869|8712260|8700164|8610759|8504574|8702038|8504629|8508395|8502170|8501362|8411889|8408548|8411543|8500513|8307154|8505177|8306485|8406473|8405364|8510679|8308648|8301221|8104312|8106454|8914816|8914818|8914274|8914275|8004944|8309140|8109120|8002867|8000128|7909593|7907126|7801723|7802620|7702125|7705865|7702326|7607167|7502510|0404024|7502387|8210638|0365263|0351014|0322067|0321213|0332203|1260201|1306665|0270707|0251025|0215333|0437034|0153034|0114501|0060105|15740290R|0376166|0373220|0404375|0370344|0370354|7603095|0107305|9612305	|England|South Africa|Scotland|United States|Sweden	eng
2	NLM SLACK	SLACK Inc	Journal of refractive surgery.|The American journal of knee surgery.	journalofrefractivesurgery.com	|	1081-597X|0899-7403	9505927|8804841	United States	eng
1	NLM Medical Arts And Sciences	Medical Arts And Sciences	Medical arts and sciences.			0025-6994	0400712	United States	eng
1	NLM Arab Society of Nephrology and Renal Transplantation	Arab Society of Nephrology and Renal Transplantation	Arab journal of nephrology and transplantation.	asnrt.net		1858-554X	101530790	Sudan	eng
1	NLM Canadian Society for Clinical Investigation	Canadian Society for Clinical Investigation	Clinical and investigative medicine. Médecine clinique et experimentale.	cimonline.ca	1488-2353	0147-958X	7804071	Canada	eng
1	NLM CIC Edizioni Internationali	CIC Edizioni Internationali	Annali di stomatologia.	annalidistomatologia.com	1971-1441	1824-0852	0404022	Italy	ita
1	NLM Vancouver	Vancouver	Bulletin.				0032450	Canada	eng
1	NLM Kyoto University Department of Dermatology Faculty of Medicine	Kyoto University. Department Of Dermatology, Faculty Of Medicine	Acta dermatologica-Kyoto. English edition.			0376-0189	0266344	Japan	eng
1	NLM Hanley And Belfus	Hanley And Belfus	Proceedings : a conference of the American Medical Informatics Association			1091-8280	9617342	United States	eng
1	NLM Blue Cross and Blue Shield of the Rochester Area in cooperation with the Blue Cross and Blue Shield Association	Blue Cross and Blue Shield of the Rochester Area, in cooperation with the Blue Cross and Blue Shield Association	Inquiry : a journal of medical care organization, provision and financing.			0046-9580	0171671	United States	eng
3	NLM Association for Dental Research	International Association for Dental Research	Critical reviews in oral biology and medicine : an official publication of the American Association of Oral Biologists.|Indian journal of dental research : official publication of Indian Society for Dental Research.|Advances in dental research.	ijdr.in|cro.sagepub.com|adr.sagepub.com	1544-1113|1998-3603|1544-0737	1045-4411|0970-9290|0895-9374	9009999|9202990|8802131	United States|India	eng
1	NLM American Academy of Tuberculosis Physicians	American Academy Of Tuberculosis Physicians	Tuberculology and thoracic diseases.				0243626	United States	eng
