pIssn	eIssn	title	urls	subject	isStm	society	emptyField
1613-6810	1613-6829	SMALL	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1613-6829	Life Sciences			 
E-only title	1751-9004	SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-9004	Humanities and Social Sciences			 
0964-0282	1469-8676	SOCIAL ANTHROPOLOGY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8676	Humanities and Social Sciences		European Association of Social Anthropologists	 
0961-205X	1467-9507	SOCIAL DEVELOPMENT	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9507	Psychology			 
1751-2395	1751-2409	SOCIAL ISSUES AND POLICY REVIEW	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-2409	Psychology		Society for the Psychological Study of Social Issues	 
0144-5596	1467-9515	SOCIAL POLICY & ADMINISTRATION	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9515	Humanities and Social Sciences			 
0038-4941	1540-6237	SOCIAL SCIENCE QUARTERLY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6237	Humanities and Social Sciences		Southwestern Social Science Association	 
0038-0199	1467-9523	SOCIOLOGIA RURALIS	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9523	Humanities and Social Sciences		European Society for Rural Sociology	 
0884-8971	1573-7861	SOCIOLOGICAL FORUM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1573-7861	Humanities and Social Sciences		Eastern Sociological Society	 
0038-0245	1475-682X	SOCIOLOGICAL INQUIRY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-682X	Humanities and Social Sciences		Alpha Kappa Delta: The International Sociology Honor Society	 
E-only title	1751-9020	SOCIOLOGY COMPASS	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-9020	Humanities and Social Sciences			 
0141-9889	1467-9566	SOCIOLOGY OF HEALTH & ILLNESS	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9566	Humanities and Social Sciences		Foundation for SHIL (SHIL)	 
0960-0833	1099-1689	SOFTWARE TESTING, VERIFICATION & RELIABILITY	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1689	Information Science and Computing	STM Collection		 
0038-0644	1097-024X	SOFTWARE:PRACTICE AND EXPERIENCE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-024X	Information Science and Computing	STM Collection		 
0266-0032	1475-2743	SOIL USE AND MANAGEMENT	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-2743	Earth and Environmental Science	STM Collection	British Society of Soil Science	 
0275-1879	1754-4505	SPECIAL CARE IN DENTISTRY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-4505	Medical, Veterinary and Health Sciences	STM Collection	Special Care Dentistry Association	 
0966-0941	Print Only	SPECTROSCOPY EUROPE	Not on WOL	Chemistry   			 
0038-9145	1437-1049	STAHLBAU	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1437-1049	Engineering 	STM Collection		 
0038-9056	1521-379X	STARCH / STAERKE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-379X	Chemistry   	STM Collection		 
0039-0402	1467-9574	STATISTICA NEERLANDICA	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9574	Mathematics and Statistics	STM Collection	Netherlands Society for Statistics and Operations Research	 
1932-1864	1932-1872	STATISTICAL ANALYSIS AND DATA MINING	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-1872	Mathematics and Statistics			 
0277-6715	1097-0258	STATISTICS IN MEDICINE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0258	Mathematics and Statistics	STM Collection		 
1867-0520	1867-0539	STEEL CONSTRUCTION - DESIGN AND RESEARCH	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1867-0539	Engineering 	STM Collection		 
1611-3683	1869-344X	STEEL RESEARCH INTERNATIONAL	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1869-344X	Polymers and Materials Science		The Austrian Society for Metallurgy and Materials (ASMET)	 
1546-007X	1754-6087	STEINBECK REVIEW	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-6087	Humanities and Social Sciences		Martha Heasley Cox Center for Steinbeck Studies	 
1066-5099	1549-4918	STEM CELLS	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1549-4918	Life Sciences		International Federation of Adipose Therapeutics and Science	 
0039-2103	1475-1305	STRAIN	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-1305	Engineering 	STM Collection	The British Society of Strain Management (BSSM)	 
1086-1718	1099-1697	STRATEGIC CHANGE: BRIEFINGS IN ENTREPRENEURIAL FINANCE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1697	Business, Economics, Finance and Accounting    		Birkbeck, University of London	 
1932-4391	1932-443X	STRATEGIC ENTREPRENEURSHIP JOURNAL	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-443X	Business, Economics, Finance and Accounting    		Strategic Management Society	 
0143-2095	1097-0266	STRATEGIC MANAGEMENT JOURNAL	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0266	Business, Economics, Finance and Accounting    			 
1532-3005	1532-2998	STRESS AND HEALTH	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-2998	Psychology	STM Collection		 
1464-4177	1751-7648	STRUCTURAL CONCRETE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1751-7648	Engineering 	STM Collection	Féderation Internationale du Béton	 
1545-2255	1545-2263	STRUCTURAL CONTROL AND HEALTH MONITORING (ELECTRONIC)	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1545-2263	Engineering 	STM Collection		 
1098-5166	1943-7552	STUDENT AFFAIRS TODAY	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7552	Education			 
0039-3193	1467-9582	STUDIA LINGUISTICA	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9582	Humanities and Social Sciences		Editorial Board	 
0022-2526	1467-9590	STUDIES IN APPLIED MATHEMATICS	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9590	Mathematics and Statistics	STM Collection	Massachusetts Institute of Technology (MIT)	 
1473-8481	1754-9469	STUDIES IN ETHNICITY AND NATIONALISM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-9469	Humanities and Social Sciences		Association for the Study of Ethnicity and Nationalism	 
0039-3665	1728-4465	STUDIES IN FAMILY PLANNING	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1728-4465	Humanities and Social Sciences		Population Council	 
0363-0234	1943-278X	SUICIDE AND LIFE-THREATENING BEHAVIOR	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1943-278X	Medical, Veterinary and Health Sciences		American Association of Suicidology	 
0268-2141	1467-9604	SUPPORT FOR LEARNING	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9604	Education		National Association for Special Educational Needs	 
0142-2421	1096-9918	SURFACE AND INTERFACE ANALYSIS	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9918	Polymers and Materials Science	STM Collection		 
1744-1625	1744-1633	SURGICAL PRACTICE	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-1633	Medical, Veterinary and Health Sciences	STM Collection	College of Surgeons of Hong Kong	 
0968-0802	1099-1719	SUSTAINABLE DEVELOPMENT	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1719	Humanities and Social Sciences		ERP Environment	 
1424-7755	1662-6370	SWISS POLITICAL SCIENCE REVIEW	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1662-6370	Humanities and Social Sciences		Swiss Political Science Association	 
0195-6086	1533-8665	SYMBOLIC INTERACTION	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1533-8665	Humanities and Social Sciences		Society for the Study of Symbolic Interaction (SSSI)	 
0887-4476	1098-2396	SYNAPSE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2396	Life Sciences	STM Collection		 
1368-0005	1467-9612	SYNTAX	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9612	Humanities and Social Sciences			 
0883-7066	1099-1727	SYSTEM DYNAMICS REVIEW (THE JOURNAL OF THE SYSTEM  DYNAMICS SOCIETY)	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1727	Business, Economics, Finance and Accounting    		System Dynamics Society	 
0307-6970	1365-3113	SYSTEMATIC ENTOMOLOGY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3113	Life Sciences	STM Collection	Royal Entomological Society	 
1098-1241	1520-6858	SYSTEMS ENGINEERING	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6858	Engineering 	STM Collection	International Council on Systems Engineering	 
1092-7026	1099-1743	SYSTEMS RESEARCH & BEHAVIORAL SCIENCE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1743	Business, Economics, Finance and Accounting    		International Federation for Systems Research	 
0141-982X	1467-9639	TEACHING STATISTICS	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9639	Mathematics and Statistics	STM Collection	Teaching Statistics Trust	 
1368-4868	1467-9647	TEACHING THEOLOGY & RELIGION	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9647	Humanities and Social Sciences			 
0954-4879	1365-3121	TERRA NOVA	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3121	Earth and Environmental Science	STM Collection		 
E-only title	1949-3533	TESOL JOURNAL	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1949-3533	Humanities and Social Sciences		TESOL International Association	 
0039-8322	1545-7249	TESOL QUARTERLY	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1545-7249	Humanities and Social Sciences		TESOL International Association	 
1055-0496	1521-0391	THE AMERICAN JOURNAL ON ADDICTIONS	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1521-0391	Medical, Veterinary and Health Sciences	STM Collection	The American Academy of Addiction Psychiatry (AAAP)	 
1932-8486	1932-8494	THE ANATOMICAL RECORD : ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-8494	Life Sciences	STM Collection	American Association of Anatomists	 
0004-9018	1467-8462	THE AUSTRALIAN ECONOMIC REVIEW	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8462	Business, Economics, Finance and Accounting    		Institute of Applied Economic & Social Research	 
1035-8811	1757-6547	THE AUSTRALIAN JOURNAL OF ANTHROPOLOGY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1757-6547	Humanities and Social Sciences		Australian Anthropological Society	 
1075-122X	1524-4741	THE BREAST JOURNAL	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1524-4741	Medical, Veterinary and Health Sciences	STM Collection	American Society For Breast Disease	 
0007-1315	1468-4446	THE BRITISH JOURNAL OF SOCIOLOGY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-4446	Humanities and Social Sciences		The London School of Economics	 
1058-1073	1556-7575	THE BROWN UNIVERSITY CHILD AND ADOLESCENT  BEHAVIOR LETTER	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-7575	Humanities and Social Sciences			 
1527-8395	1556-7567	THE BROWN UNIVERSITY CHILD AND ADOLESCENT  PSYCHOPHARMACOLOGY UPDATE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-7567	Medical, Veterinary and Health Sciences			 
1068-5308	1556-7532	THE BROWN UNIVERSITY PSYCHOPHARMACOLOGY UPDATE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-7532	Medical, Veterinary and Health Sciences			 
0008-3658	1541-0064	THE CANADIAN GEOGRAPHER/LE GEOGRAPHE CANADIEN	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-0064	Humanities and Social Sciences		Canadian Association of Geographers / l'Association canadienne des géographes	 
0008-4034	1939-019X	THE CANADIAN JOURNAL OF CHEMICAL ENGINEERING	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-019X	Chemistry	STM Collection	Canadian Society for Chemical Engineering	 
0319-5724	1708-945X	THE CANADIAN JOURNAL OF STATISTICS	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1708-945X	Mathematics and Statistics	STM Collection	Statistical Society of Canada	 
0889-4019	2161-0045	THE CAREER DEVELOPMENT QUARTERLY	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-0045	Humanities and Social Sciences		American Counseling Association (ACA)	 
1527-8999	1528-0691	THE CHEMICAL RECORD	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1528-0691	Chemistry   		Japan Chemical Journal Forum	 
1752-6981	1752-699X	THE CLINICAL RESPIRATORY JOURNAL	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-699X	Medical, Veterinary and Health Sciences	STM Collection		 
1743-4971	1743-498X	THE CLINICAL TEACHER	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-498X	Medical, Veterinary and Health Sciences	STM Collection	Association for the Study of Medical Education	 
0012-1533	1746-1049	THE DEVELOPING ECONOMIES	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-1049	Humanities and Social Sciences		Institute of Developing Economies	 
1368-4221	1368-423X	THE ECONOMETRICS JOURNAL	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1368-423X	Business, Economics, Finance and Accounting    		Royal Economic Society	 
0013-0133	1468-0297	THE ECONOMIC JOURNAL	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0297	Business, Economics, Finance and Accounting    		Royal Economic Society	 
0013-0249	1475-4932	THE ECONOMIC RECORD	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4932	Business, Economics, Finance and Accounting    		Economic Society of Australia	 
0967-0750	1468-0351	THE ECONOMICS OF TRANSITION	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0351	Business, Economics, Finance and Accounting    		European Bank for Reconstruction and Development	 
0013-0796	1758-6623	THE ECUMENICAL REVIEW	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-6623	Humanities and Social Sciences		World Council of Churches	 
1543-3951	1755-6333	THE F. SCOTT FITZGERALD REVIEW	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-6333	Humanities and Social Sciences		F. Scott Fitzgerald Society	 
0016-7398	1475-4959	THE GEOGRAPHICAL JOURNAL	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4959	Humanities and Social Sciences		Royal Geographical Society (with the Institute of British Geographers)	 
0016-8831	1756-1183	THE GERMAN QUARTERLY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-1183	Humanities and Social Sciences		American Association of Teachers of German	 
0018-1196	1468-2265	THE HEYTHROP JOURNAL	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2265	Humanities and Social Sciences		Trustees For Roman Catholic Purposes	 
0018-2370	1540-6563	THE HISTORIAN	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6563	Humanities and Social Sciences		Phi Alpha Theta History Honor Society, Inc.	 
1553-085X	Print Only	THE HOSPITALIST	Not on WOL	Medical, Veterinary and Health Sciences		Society of Hospital Medicine	 
0265-5527	1468-2311	THE HOWARD JOURNAL OF CRIMINAL JUSTICE	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2311	Law and Criminology		Howard League	 
1478-5951	1478-596X	THE INTERNATIONAL JOURNAL OF MEDICAL ROBOTICS  AND COMPUTER ASSISTED SURGERY	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1478-596X	Medical, Veterinary and Health Sciences	STM Collection		 
0020-7578	1745-8315	THE INTERNATIONAL JOURNAL OF PSYCHOANALYSIS	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-8315	Psychology		Institute of Psychoanalysis	 
1352-4739	1468-5876	THE JAPANESE ECONOMIC REVIEW	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-5876	Business, Economics, Finance and Accounting    		Japanese Economic Association	 
1055-3835	2161-1874	THE JOURNAL OF ADDICTIONS & OFFENDER COUNSELING	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-1874	Humanities and Social Sciences		American Counseling Association (ACA)	 
1542-7331	1542-734X	THE JOURNAL OF AMERICAN CULTURE	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1542-734X	Humanities and Social Sciences		Popular Culture Association/American Culture Association	 
0021-8774	1468-5922	THE JOURNAL OF ANALYTICAL PSYCHOLOGY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-5922	Psychology		Society of Analytical Psychology	 
0021-9630	1469-7610	THE JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY AND  ALLIED DISCIPLINES	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-7610	Psychology		Association for Child and Adolescent Mental Health	 
0021-9967	1096-9861	THE JOURNAL OF COMPARATIVE NEUROLOGY	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9861	Life Sciences	STM Collection		 
0894-1912	1554-558X	THE JOURNAL OF CONTINUING EDUCATION IN THE  HEALTH PROFESSIONS	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-558X	Medical, Veterinary and Health Sciences		The Alliance for Continuing Medical Education	 
0022-0175	2162-6057	THE JOURNAL OF CREATIVE BEHAVIOR	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2162-6057	Humanities and Social Sciences		Creative Education Foundation (CEF)	 
0385-2407	1346-8138	THE JOURNAL OF DERMATOLOGY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1346-8138	Medical, Veterinary and Health Sciences	STM Collection	Japanese Dermatological Association	 
1066-5234	1550-7408	THE JOURNAL OF EUKARYOTIC MICROBIOLOGY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1550-7408	Life Sciences	STM Collection	International Society of Protistologists	 
1932-5223	1932-5231	THE JOURNAL OF EXPERIMENTAL ZOOLOGY	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-010Xa	Life Sciences	STM Collection	Society for Integrative & Comparative Biology	 
0022-1082	1540-6261	THE JOURNAL OF FINANCE	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6261	Business, Economics, Finance and Accounting		American Finance Association	 
0270-2592	1475-6803	THE JOURNAL OF FINANCIAL RESEARCH	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-6803	Business, Economics, Finance and Accounting    		Southern Finance Association and the Southwestern Finance Association	 
0270-7314	1096-9934	THE JOURNAL OF FUTURES MARKETS	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9934	Business, Economics, Finance and Accounting    			 
1099-498X	1521-2254	THE JOURNAL OF GENE MEDICINE  (ELECTRONIC)	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-2254	Life Sciences	STM Collection		 
0022-1821	1467-6451	THE JOURNAL OF INDUSTRIAL ECONOMICS	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6451	Business, Economics, Finance and Accounting    		Editorial Board	 
1073-1105	1748-720X	THE JOURNAL OF LAW, MEDICINE & ETHICS	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-720X	Law and Criminology	STM Collection	American Society of Law, Medicine & Ethics	 
0022-3417	1096-9896	THE JOURNAL OF PATHOLOGY	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9896	Medical, Veterinary and Health Sciences	STM Collection	Pathological Society	 
0022-3751	1469-7793	THE JOURNAL OF PHYSIOLOGY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-7793	Life Sciences	STM Collection	Physiological Society	 
0963-8016	1467-9760	THE JOURNAL OF POLITICAL PHILOSOPHY	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9760	Humanities and Social Sciences			 
0022-3840	1540-5931	THE JOURNAL OF POPULAR CULTURE	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5931	Humanities and Social Sciences		Popular Culture Association/American Culture Association	 
0737-6782	1540-5885	THE JOURNAL OF PRODUCT INNOVATION MANAGEMENT	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5885	Business, Economics, Finance and Accounting    		Product Development & Management Association	 
