PharmGKB Accession Id	Name	Alternate Names	Cross-references	External Vocabulary
PA445541	Retrognathism	"Congenital retrognathism","Retrognathia","Retrognathisms",		MeSH:D012182(Retrognathism),MedDRA:10051821(Retrognathia),NDFRT:N0000002618(Retrognathism [Disease/Finding]),SnoMedCT:109515000(Congenital retrognathism),SnoMedCT:196395000(Retrognathism NOS),UMLS:C0035353(C0035353)
PA445546	Retroviridae Infections	"Disease due to Retroviridae","Infection, Retroviridae","Infection, Retrovirus","Infections, Retroviridae","Infections, Retrovirus","Retroviridae Infection","Retrovirus Infection","Retrovirus Infections","Retrovirus infection",		MeSH:D012192(Retroviridae Infections),MedDRA:10061493(Retroviral infection),NDFRT:N0000002623(Retroviridae Infections [Disease/Finding]),SnoMedCT:105635000(Disease due to Retroviridae),UMLS:C0035369(C0035369)
PA445547	Reye Syndrome	"Adult Reye Syndrome","Adult Reye's Syndrome","Reye Johnson Syndrome","Reye Like Syndrome","Reye Syndrome, Adult","Reye's Like Syndrome","Reye's Syndrome","Reye's Syndrome, Adult","Reye's-Like Syndrome","Reye-Johnson Syndrome","Reye-Like Syndrome",		MeSH:D012202(Reye Syndrome),MedDRA:10039012(Reye's syndrome),NDFRT:N0000002624(Reye Syndrome [Disease/Finding]),SnoMedCT:74351001(Reye's syndrome),UMLS:C0035400(C0035400)
PA445549	Rhabdomyolysis	"Rhabdomyolyses",		MeSH:D012206(Rhabdomyolysis),MedDRA:10039020(Rhabdomyolysis),NDFRT:N0000002626(Rhabdomyolysis [Disease/Finding]),SnoMedCT:240131006(Rhabdomyolysis),SnoMedCT:89010004(Rhabdomyolysis),UMLS:C0035410(C0035410)
PA445551	Rhabdomyosarcoma	"Rhabdomyosarcoma, no subtype","Rhabdomyosarcomas","Rhabdosarcoma",		MeSH:D012208(Rhabdomyosarcoma),MedDRA:10039022(Rhabdomyosarcoma),NDFRT:N0000002628(Rhabdomyosarcoma [Disease/Finding]),SnoMedCT:302847003(Rhabdomyosarcoma),SnoMedCT:30924005(Rhabdomyosarcoma, no subtype),UMLS:C0035412(C0035412)
PA445552	Rheumatic Fever	"Acute Articular Rheumatism","Acute Articular Rheumatisms","Acute Rheumatic Arthritides","Acute Rheumatic Arthritis","Arthritides, Acute Rheumatic","Arthritis, Acute Rheumatic","Arthritis, Rheumatic, Acute","Articular Rheumatism, Acute","Articular Rheumatisms, Acute","Fever, Rheumatic","Fevers, Rheumatic","Polyarthritis Rheumatica","Polyarthritis Rheumaticas","RhF - Rheumatic fever","Rheumatic Arthritides, Acute","Rheumatic Arthritis, Acute","Rheumatic Fevers","Rheumatic fever","Rheumatism, Acute Articular","Rheumatism, Articular, Acute","Rheumatisms, Acute Articular",		MeSH:D012213(Rheumatic Fever),MedDRA:10001060(Acute rheumatism),NDFRT:N0000002629(Rheumatic Fever [Disease/Finding]),SnoMedCT:58718002(Rheumatic fever),SnoMedCT:81077008(Acute rheumatic arthritis),UMLS:C0035436(C0035436)
PA445553	Rheumatic Heart Disease	"Bouillaud Disease","Bouillaud's Disease","Bouillauds Disease","Disease, Bouillaud","Disease, Bouillaud's","Disease, Rheumatic Heart","Diseases, Rheumatic Heart","Heart Disease, Rheumatic","Heart Diseases, Rheumatic","Rheumatic Heart Diseases","Rheumatic carditis","Rheumatic carditis, NOS","Rheumatic fever with heart involvement","Rheumatic heart disease","Rheumatic heart disease NOS","Rheumatic heart disease unspecified","Rheumatic heart disease, NOS",		MeSH:D012214(Rheumatic Heart Disease),MedDRA:10039032(RHD),NDFRT:N0000002630(Rheumatic Heart Disease [Disease/Finding]),SnoMedCT:194708008(Rheumatic fever with heart involvement),SnoMedCT:194752000(Rheumatic heart disease unspecified),SnoMedCT:23685000(Rheumatic heart disease),SnoMedCT:266286002(Rheumatic heart disease NOS),UMLS:C0035439(C0035439)
PA445555	Rheumatic Diseases	"Disease, Rheumatic","Diseases, Rheumatic","Enthesopathies","Enthesopathy","Locomotor pain disorder","Musculoskeletal pain disorder","Rheumatic Disease","Rheumatism","Rheumatism unspecified",		MeSH:D012216(Rheumatic Diseases),MedDRA:10039068(Rheumatics),NDFRT:N0000002632(Rheumatic Diseases [Disease/Finding]),SnoMedCT:203100003(Rheumatism unspecified),SnoMedCT:396332003(Rheumatism),UMLS:C0035435(C0035435)
PA445556	Rheumatoid Nodule	"Chronic rheumatoid nodular fibrosis","Nodule, Rheumatoid","Nodules, Rheumatoid","Rheumatoid Nodules","Subcutaneous rheumatoid nodule",		MeSH:D012218(Rheumatoid Nodule),MedDRA:10048694(Rheumatoid nodule),NDFRT:N0000002633(Rheumatoid Nodule [Disease/Finding]),SnoMedCT:33719002(Subcutaneous rheumatoid nodule),SnoMedCT:50782009(Rheumatoid nodule),UMLS:C0035450(C0035450)
PA445557	Rhinitis	"Irritation of nose","Rhinitides","Rhinitis, NOS",		MeSH:D012220(Rhinitis),MedDRA:10039083(Rhinitis),NDFRT:N0000002634(Rhinitis [Disease/Finding]),SnoMedCT:70076002(Rhinitis),UMLS:C0035455(C0035455)
PA445558	Rhinitis, Allergic, Perennial	"Rhinitis, Allergic, Nonseasonal",		MeSH:D012221(Rhinitis, Allergic, Perennial),NDFRT:N0000002635(Rhinitis, Allergic, Perennial [Disease/Finding]),UMLS:C0035457(Rhinitis, Allergic, Perennial [Disease/Finding])
PA445564	Rib Fractures	"Fracture of rib, NOS","Fracture, Rib","Fractures, Rib","Rib Fracture",		MeSH:D012253(Rib Fractures),MedDRA:10017274(Fracture rib),NDFRT:N0000002641(Rib Fractures [Disease/Finding]),SnoMedCT:263214003(Rib fracture NOS),SnoMedCT:33737001(Fracture of rib),UMLS:C0035522(C0035522)
PA445566	Rickets	"Rachitides","Rachitis","Rickets, NOS",		MeSH:D012279(Rickets),MedDRA:10039119(Rickets),NDFRT:N0000002643(Rickets [Disease/Finding]),SnoMedCT:41345002(Rickets),UMLS:C0035579(C0035579)
PA445572	Ring Chromosomes	"Chromosome, Ring","Chromosomes, Ring","Ring Chromosome","Ring chromosome",		MeSH:D012303(Ring Chromosomes),NDFRT:N0000002649(Ring Chromosomes [Disease/Finding]),SnoMedCT:23345003(Ring chromosome),UMLS:C0035639(C0035639)
PA445578	Rotavirus Infections	"Infection, Rotavirus","Infections, Rotavirus","Rotavirus Infection",		MeSH:D012400(Rotavirus Infections),MedDRA:10067470(Rotavirus infection),NDFRT:N0000002654(Rotavirus Infections [Disease/Finding]),SnoMedCT:18624000(Disease due to Rotavirus),UMLS:C0035869(C0035869)
PA445579	Rubella	"German Measles","German measles","Measles, German","Rubella without mention of complication","Rubella, NOS","Rubellas",		MeSH:D012409(Rubella),MedDRA:10018206(German measles),NDFRT:N0000002655(Rubella [Disease/Finding]),SnoMedCT:36653000(Rubella),UMLS:C0035920(C0035920)
PA445581	Rubinstein-Taybi Syndrome	"Broad Thumb Hallux Syndrome","Broad Thumb-Hallux Syndrome","Broad Thumb-Hallux Syndromes","Rubinstein Syndrome","Rubinstein Taybi Syndrome","Syndrome, Broad Thumb-Hallux","Syndrome, Rubinstein","Syndrome, Rubinstein-Taybi","Syndromes, Broad Thumb-Hallux",		MeSH:D012415(Rubinstein-Taybi Syndrome),MedDRA:10039281(Rubinstein-Taybi syndrome),NDFRT:N0000002657(Rubinstein-Taybi Syndrome [Disease/Finding]),SnoMedCT:45582004(Rubinstein-Taybi syndrome),UMLS:C0035934(C0035934)
PA445582	Rupture	"Ruptures","Tear","Traumatic rupture",		MeSH:D012421(Rupture),NDFRT:N0000002658(Rupture [Disease/Finding]),SnoMedCT:125671007(Rupture),SnoMedCT:415747007(Traumatic rupture),UMLS:C0035955(C0035955)
PA445589	Salmonella Infections	"Infection, Salmonella","Infections, Salmonella","Salmonella Infection","Salmonella infection","Salmonella infection NOS","Salmonelloses","Salmonellosis","Salmonellosis, NOS (except human typhoid & paratyphoid)","Salmonellosis, non-typhoid",		MeSH:D012480(Salmonella Infections),MedDRA:10039430(Salmonella),NDFRT:N0000002666(Salmonella Infections [Disease/Finding]),SnoMedCT:186102000(Salmonella infection NOS),SnoMedCT:302231008(Salmonella infection),SnoMedCT:90974009(Salmonellosis),UMLS:C0036117(C0036117)
PA445592	Sandhoff Disease	"Adult Sandhoff Disease","Deficiency Disease, Hexosaminidase A and B","G(M2) Gangliosidosis, Type II","GM2 Gangliosidosis, Type II","Gangliosidosis G(M2), Type II","Gangliosidosis GM2, Type II","Hexosaminidase A AND B deficiency","Hexosaminidase A and B Deficiency Disease","Hexosaminidase A and B deficiency","Infantile Sandhoff Disease","Juvenile Sandhoff Disease","Sandhoff Disease, Adult","Sandhoff Disease, Infantile","Sandhoff Disease, Juvenile","Sandhoff disease","Sandhoff's Disease","Sandhoffs Disease","Total hexosaminidase deficiency",		MeSH:D012497(Sandhoff Disease),NDFRT:N0000002669(Sandhoff Disease [Disease/Finding]),SnoMedCT:23849003(Sandhoff disease),UMLS:C0036161(C0036161)
PA445593	Sarcoidosis	"Benign lymphogranulomatosis of Schaumann","Besnier Boeck Disease","Besnier-Boeck Disease","Besnier-Boeck-Schaumann syndrome","Boeck Sarcoid","Boeck's Sarcoid","Boeck's sarcoid","Boeck's sarcoidosis","Boecks Sarcoid","Boecks sarcoidosis","Disease, Besnier-Boeck","Disease, Schaumann","Disease, Schaumann's","Lupus pernio of Besnier","Miliary lupoid of Boeck","Sarcoid, Boeck's","Sarcoidoses","Sarcoidosis, NOS","Schaumann Disease","Schaumann's Disease","Schaumanns Disease","Uveoparotid fever",		MeSH:D012507(Sarcoidosis),MedDRA:10054078(Besnier-Boeck-Schaumann's disease),NDFRT:N0000002670(Sarcoidosis [Disease/Finding]),SnoMedCT:31541009(Sarcoidosis),UMLS:C0036202(C0036202)
PA445594	Sarcoma	"Epithelioid Sarcoma","Epithelioid Sarcomas","Malignant mesenchymal tumor","Malignant mesenchymal tumour","Malignant neoplasm of soft tissue","Mesenchymal tumor, malignant","Mesenchymal tumour, malignant","Sarcoma, Epithelioid","Sarcoma, Soft Tissue","Sarcoma, Spindle Cell","Sarcomas","Sarcomas, Epithelioid","Sarcomas, Soft Tissue","Sarcomas, Spindle Cell","Soft Tissue Sarcoma","Soft Tissue Sarcomas","Soft tissue sarcoma","Soft tissue tumor, malignant","Soft tissue tumour, malignant","Spindle Cell Sarcoma","Spindle Cell Sarcomas",		MeSH:D012509(Sarcoma),MedDRA:10061271(Malignant soft tissue neoplasm),NDFRT:N0000002671(Sarcoma [Disease/Finding]),SnoMedCT:2424003(Sarcoma),SnoMedCT:269469005(Malignant neoplasm of soft tissue),SnoMedCT:424413001(Sarcoma),SnoMedCT:424952003(Sarcoma of soft tissue),UMLS:C1261473(C1261473)
PA445595	Sarcoma 180	"Crocker Sarcoma 180","Sarcoma 180, Crocker",		MeSH:D012510(Sarcoma 180),NDFRT:N0000002672(Sarcoma 180 [Disease/Finding]),UMLS:C0036211(Sarcoma 180 [Disease/Finding])
PA445597	Sarcoma, Ewing's	"Ewing Tumor","Ewing's Sarcoma","Ewing's Tumor","Ewing's tumour","Ewings Tumor","Sarcoma, Ewing","Sarcoma, Ewings","Tumor, Ewing's",		MeSH:D012512(Sarcoma, Ewing's),MedDRA:10015560(Ewing's sarcoma),NDFRT:N0000002674(Sarcoma, Ewing's [Disease/Finding]),SnoMedCT:76909002(Ewing's sarcoma),UMLS:C0553580(C0553580)
PA445598	Sarcoma, Experimental	"EHS Tumor","Engelbreth-Holm-Swarm Sarcoma","Experimental Sarcoma","Experimental Sarcomas","Jensen Sarcoma","Sarcoma, Engelbreth Holm Swarm","Sarcoma, Engelbreth-Holm-Swarm","Sarcoma, Jensen","Sarcomas, Experimental","Tumor, EHS",		MeSH:D012513(Sarcoma, Experimental),NDFRT:N0000002675(Sarcoma, Experimental [Disease/Finding]),UMLS:C0036216(Sarcoma, Experimental [Disease/Finding])
PA445599	Sarcoma, Kaposi	"KS - Kaposi's sarcoma","Kaposi Sarcoma","Kaposi's Sarcoma","Kaposi's sarcoma","Kaposi's sarcoma (clinical)","Kaposis Sarcoma","Multiple haemorrhagic sarcoma","Sarcoma, Kaposi's",		MeSH:D012514(Sarcoma, Kaposi),MedDRA:10023284(Kaposi's sarcoma),NDFRT:N0000002676(Sarcoma, Kaposi [Disease/Finding]),SnoMedCT:109385007(Kaposi's sarcoma (clinical)),SnoMedCT:49937004(Kaposi's sarcoma, morphology),UMLS:C0036220(C0036220)
PA445600	Mast-Cell Sarcoma	"Malignant Mastocytoma","Malignant Mastocytomas","Malignant mast cell tumor","Malignant mast cell tumour","Malignant mast cell tumour (clinical)","Malignant mast cell tumours","Malignant mastocytoma","Mast Cell Sarcoma","Mast cell sarcoma","Mast-Cell Sarcoma","Mast-Cell Sarcomas","Mastocytoma, Malignant","Mastocytomas, Malignant","Sarcoma, Mast Cell","Sarcoma, Mast-Cell","Sarcomas, Mast-Cell",		MeSH:D012515(Mast-Cell Sarcoma),MedDRA:10025639(Malignant mast cell tumors),NDFRT:N0000002677(Mast-Cell Sarcoma [Disease/Finding]),SnoMedCT:118615008(Malignant mast cell tumour (clinical)),SnoMedCT:13583002(Mast cell sarcoma),SnoMedCT:188660004(Malignant mast cell tumours),SnoMedCT:188661000(Mast cell malignancy of unspecified site),SnoMedCT:188670002(Malignant mast cell tumor NOS),UMLS:C0036221(C0036221)
PA445601	Osteosarcoma	"Osteoblastic osteosarcoma","Osteoblastic sarcoma","Osteochondrosarcoma","Osteogenic Sarcoma","Osteogenic Sarcomas","Osteogenic sarcoma","Osteogenic sarcoma, NOS","Osteosarcoma, no ICD-O subtype","Osteosarcomas","Sarcoma, Osteogenic","Sarcomas, Osteogenic",		MeSH:D012516(Osteosarcoma),MedDRA:10031244(Osteogenic sarcoma),NDFRT:N0000002678(Osteosarcoma [Disease/Finding]),SnoMedCT:21708004(Osteosarcoma),UMLS:C0029463(C0029463)
PA445604	Scabies	"Infestation by Sarcoptes scabiei var hominis","Mange, Sarcoptic","Sarcoptic Mange","Sarcoptic itch",		MeSH:D012532(Scabies),MedDRA:10039502(Sarcoptes scabeii infestation),NDFRT:N0000002681(Scabies [Disease/Finding]),SnoMedCT:128869009(Infestation by Sarcoptes scabiei var hominis),UMLS:C0036262(C0036262)
PA445607	Scheuermann Disease	"Disease, Scheuermann","Disease, Scheuermann's","Juvenile osteochondritis of the spine NOS","Juvenile osteochondritis of the spine, unspecified","Juvenile osteochondrosis of spine, NOS","Scheuermann Disease","Scheuermann's Disease","Scheuermann's kyphosis","Scheuermanns Disease","Vertebral epiphysitis",		MeSH:D012544(Scheuermann Disease),MedDRA:10023263(Juvenile osteochondrosis of spine),NDFRT:N0000002684(Scheuermann Disease [Disease/Finding]),SnoMedCT:203361005(Juvenile osteochondritis of the spine, unspecified),SnoMedCT:203364002(Juvenile osteochondritis of the spine NOS),SnoMedCT:53406005(Juvenile osteochondrosis of spine),UMLS:C0036310(C0036310)
PA445608	Schistosomiasis	"Bilharzia","Bilharziases","Bilharziasis","Blood fluke infection","Blood flukes, NOS","Disease due to Schistosomatidae","Haemic distomiasis","Hemic distomiasis","Infection by Schistosoma","Infection by Schistosoma, NOS","Schistosomiases","Schistosomiasis - bilharziasis","Schistosomiasis NOS","Schistosomosis",		MeSH:D012552(Schistosomiasis),MedDRA:10039603(Schistosomiasis),NDFRT:N0000002685(Schistosomiasis [Disease/Finding]),SnoMedCT:10087007(Infection by Schistosoma),SnoMedCT:105661001(Disease due to Schistosomatidae),SnoMedCT:187122005(Schistosomiasis NOS),UMLS:C0036323(C0036323)
PA445612	Sciatica	"Bilateral Sciatica","Bilateral Sciaticas","Neuralgia, Sciatic","Neuralgia-neuritis of sciatic nerve","Neuralgias, Sciatic","Sciatic Neuralgia","Sciatic Neuralgias","Sciatic neuralgia","Sciatica neuralgia","Sciatica, Bilateral",		MeSH:D012585(Sciatica),MedDRA:10056572(Cotugno's disease),NDFRT:N0000002696(Sciatica [Disease/Finding]),SnoMedCT:23056005(Sciatica),UMLS:C0036396(C0036396)
PA445616	Scleroderma, Localized	"Addison's keloid","Circumscribed Scleroderma","Circumscribed scleroderma","Dermatoscleroses","Dermatosclerosis","Localised morphoea","Localized Scleroderma","Localized Sclerodermas","Localized dermatosclerosis","Localized scleroderma","Morphea","Morphea scleroderma","Morphoea scleroderma","Scleroderma, Circumscribed","Scleroderma, Localized","Sclerodermas, Localized",		MeSH:D012594(Scleroderma, Localized),MedDRA:10009206(Circumscribed scleroderma),NDFRT:N0000002700(Scleroderma, Localized [Disease/Finding]),SnoMedCT:201047002(Unspecified circumscribed scleroderma),SnoMedCT:201048007(Localized scleroderma),SnoMedCT:201052007(Circumscribed scleroderma NOS),UMLS:C0036420(C0036420)
PA445617	Scleroderma, Systemic	"Diffuse Scleroderma","Progressive Scleroderma","Progressive Systemic Scleroses","Progressive Systemic Sclerosis","SS - Systemic sclerosis","Scleroderma","Scleroderma syndrome","Scleroderma, Diffuse","Scleroderma, Progressive","Scleroses, Progressive Systemic","Scleroses, Systemic","Sclerosis, Progressive Systemic","Sclerosis, Systemic","Systemic Scleroderma","Systemic Scleroses","Systemic Scleroses, Progressive","Systemic Sclerosis","Systemic Sclerosis, Progressive","Systemic sclerosis","Thibierge-Weissenbach syndrome",		MeSH:D012595(Scleroderma, Systemic),MedDRA:10036814(Progressive systemic sclerosis),NDFRT:N0000002701(Scleroderma, Systemic [Disease/Finding]),SnoMedCT:89155008(Systemic sclerosis),UMLS:C0036421(C0036421)
PA445618	Sclerosis	"Scleroses",		MeSH:D012598(Sclerosis),NDFRT:N0000002702(Sclerosis [Disease/Finding]),SnoMedCT:43846000(Sclerosis),UMLS:C0036429(C0036429)
PA445619	Scoliosis	"Scolioses",		MeSH:D012600(Scoliosis),MedDRA:10039722(Scoliosis),NDFRT:N0000002703(Scoliosis [Disease/Finding]),SnoMedCT:298382003(Scoliosis deformity of spine),UMLS:C0036439(C0036439)
PA445620	Scotoma	"Altitudinal Scotoma","Altitudinal Scotomas","Arcuate Scotoma","Arcuate Scotomas","Bjerrum Scotoma","Bjerrum Scotomas","Blind spot","Central Scotoma","Central Scotomas","Centrocecal Scotoma","Centrocecal Scotomas","Paracecal Scotoma","Paracecal Scotomas","Paracentral Scotoma","Paracentral Scotomas","Peripheral Scotoma","Peripheral Scotomas","Ring Scotoma","Ring Scotomas","Scintillating Scotoma","Scintillating Scotomas","Scotoma NOS","Scotoma, Altitudinal","Scotoma, Arcuate","Scotoma, Bjerrum","Scotoma, Central","Scotoma, Centrocecal","Scotoma, NOS","Scotoma, Paracecal","Scotoma, Paracentral","Scotoma, Peripheral","Scotoma, Ring","Scotoma, Scintillating","Scotoma, Sector","Scotomas","Scotomas, Altitudinal","Scotomas, Arcuate","Scotomas, Bjerrum","Scotomas, Central","Scotomas, Centrocecal","Scotomas, Paracecal","Scotomas, Paracentral","Scotomas, Peripheral","Scotomas, Ring","Scotomas, Scintillating","Scotomas, Sector","Sector Scotoma","Sector Scotomas","VFD - Visual field defect","Visual field defect","Visual field defects NOS","Visual field scotoma",		MeSH:D012607(Scotoma),MedDRA:10012121(Defect visual field (NOS)),NDFRT:N0000002704(Scotoma [Disease/Finding]),SnoMedCT:12184005(Visual field defect),SnoMedCT:193666005(Unspecified visual field defect),SnoMedCT:193677004(Scotoma NOS),SnoMedCT:193682006(Visual field defects NOS),SnoMedCT:23388006(Visual field scotoma),UMLS:C0036454(C0036454)
PA445621	Scrapie	"Rida",		MeSH:D012608(Scrapie),NDFRT:N0000002705(Scrapie [Disease/Finding]),SnoMedCT:35103004(Scrapie),UMLS:C0036457(C0036457)
PA445629	Seizures	"Auditory Seizure","Auditory Seizures","Clonic Seizure","Clonic Seizures","Convulsion","Convulsion, NOS","Convulsion, Non Epileptic","Convulsion, Non-Epileptic","Convulsions","Convulsions, Non-Epileptic","Convulsive Seizure","Convulsive Seizures","Fit - convulsion","Focal Seizure","Focal Seizures","Generalized Seizure","Generalized Seizures","Gustatory Seizure","Gustatory Seizures","Jacksonian Seizure","Motor Seizure","Motor Seizures","Non-Epileptic Convulsion","Non-Epileptic Convulsions","Olfactory Seizure","Olfactory Seizures","Seizure","Seizure, Auditory","Seizure, Clonic","Seizure, Convulsive","Seizure, Focal","Seizure, Generalized","Seizure, Gustatory","Seizure, Jacksonian","Seizure, Motor","Seizure, Olfactory","Seizure, Sensory","Seizure, Somatosensory","Seizure, Tonic","Seizure, Tonic-Clonic","Seizure, Vertiginous","Seizure, Vestibular","Seizure, Visual","Seizures","Seizures, Auditory","Seizures, Clonic","Seizures, Convulsive","Seizures, Focal","Seizures, Generalized","Seizures, Gustatory","Seizures, Motor","Seizures, Olfactory","Seizures, Sensory","Seizures, Somatosensory","Seizures, Tonic","Seizures, Tonic Clonic","Seizures, Tonic-Clonic","Seizures, Vertiginous","Seizures, Vestibular","Seizures, Visual","Sensory Seizure","Sensory Seizures","Somatosensory Seizure","Somatosensory Seizures","Tonic Seizure","Tonic Seizures","Tonic-Clonic Seizure","Tonic-Clonic Seizures","Vertiginous Seizure","Vertiginous Seizures","Vestibular Seizure","Vestibular Seizures","Visual Seizure","Visual Seizures",		MeSH:D012640(Seizures),MedDRA:10039906(Seizure),NDFRT:N0000002713(Seizures [Disease/Finding]),SnoMedCT:91175000(Seizure),UMLS:C0036572(C0036572)
