"HgeneSymbol","TgeneSymbol","diseaseName","pubmedIds"
"IGH@","IGH","14q32.32-q32.33","MYC","c-Myc, bHLHe39","8q24","14q32","t(8;14)(q24;q32)","Diffuse large B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","MYC","c-Myc, bHLHe39","8q24","14q32","t(8;14)(q24;q32)","Follicular lymphoma",
"IGH@","IGH","14q32.32-q32.33","MYC","c-Myc, bHLHe39","8q24","14q32","t(8;14)(q24;q32)","Mantle cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","MYC","c-Myc, bHLHe39","8q24","14q32","t(8;14)(q24;q32)","Mature B-cell neoplasm, NOS",
"IGH@","IGH","14q32.32-q32.33","MYC","c-Myc, bHLHe39","8q24","14q32","t(8;14)(q24;q32)","Multiple myeloma",
"IGH@","IGH","14q32.32-q32.33","MYC","c-Myc, bHLHe39","8q24","14q32","t(8;14)(q24;q32)","Plasma cell leukemia",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","14q32","t(8;14;18)(q24;q32;q21)","Burkitt lymphoma/leukemia",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","14q32","t(8;14;18)(q24;q32;q21)","Follicular lymphoma",
"IGH@","IGH","14q32.32-q32.33","PAX5","BSAP","9p13.2","14q32","t(9;14)(p13;q32)","Diffuse large B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","PAX5","BSAP","9p13.2","14q32","t(9;14)(p13;q32)","Mature B-cell neoplasm, NOS",
"IGH@","IGH","14q32.32-q32.33","PAX5","BSAP","9p13.2","14q32","t(9;14)(p13;q32)","Splenic marginal zone B-cell lymphoma",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","14q32","t(9;14;22)(q34;q32;q11)","Chronic myeloid leukemia, aberrant translocation",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","14q32","t(9;22;14)(q34;q11;q32)","Chronic myeloid leukemia, aberrant translocation",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","15q11","t(9;22;15)(q34;q11;q11)","Chronic myeloid leukemia, aberrant translocation",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","CASC5","D40, AF15Q14, CT29, hKNL-1, KNL1, hSpc105","15q14","15q14","t(11;15)(q23;q14)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","15q15","t(9;22;15)(q34;q11;q15)","Chronic myeloid leukemia, aberrant translocation",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","15q22","ins(15;17)(q22;q21q21)","Acute promyelocytic leukemia (FAB type M3)",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","15q22","t(15;17)(q22;q21)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","15q22","t(15;17)(q22;q21)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","15q22","t(15;17)(q22;q21)","Acute myeloid leukemia, NOS",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","15q22","t(15;17)(q22;q21)","Acute promyelocytic leukemia (FAB type M3)",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","15q22","t(15;17)(q22;q21)","Bilineage or biphenotypic leukemia",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","15q22","t(15;17)(q22;q21)","Chronic myeloid leukemia, t(9;22)",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","15q24","t(9;22;15)(q34;q11;q24)","Chronic myeloid leukemia, aberrant translocation",
"DDIT3","CHOP10, GADD153, CHOP","12q13.1-q13.2","DDIT3","CHOP10, GADD153, CHOP","12q13.1-q13.2","16p11","t(12;16)(q13;p11)","Liposarcoma, myxoid/round cell","Softtissue"
"FUS","TLS, FUS1, hnRNP-P2","16p11.2","ERG","erg-3, p55","21q22.3","16p11","t(16;21)(p11;q22)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"FUS","TLS, FUS1, hnRNP-P2","16p11.2","ERG","erg-3, p55","21q22.3","16p11","t(16;21)(p11;q22)","Acute megakaryoblastic leukemia (FAB type M7)",
"FUS","TLS, FUS1, hnRNP-P2","16p11.2","ERG","erg-3, p55","21q22.3","16p11","t(16;21)(p11;q22)","Acute monoblastic leukemia with differentiation (FAB type M5b)",
"FUS","TLS, FUS1, hnRNP-P2","16p11.2","ERG","erg-3, p55","21q22.3","16p11","t(16;21)(p11;q22)","Acute monoblastic leukemia without differentiation (FAB type M5a)",
"ERG","erg-3, p55","21q22.3","ERG","erg-3, p55","21q22.3","16p11","t(16;21)(p11;q22)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"ERG","erg-3, p55","21q22.3","ERG","erg-3, p55","21q22.3","16p11","t(16;21)(p11;q22)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"ERG","erg-3, p55","21q22.3","ERG","erg-3, p55","21q22.3","16p11","t(16;21)(p11;q22)","Acute myeloid leukemia, NOS",
"FUS","TLS, FUS1, hnRNP-P2","16p11.2","ERG","erg-3, p55","21q22.3","16p11","t(16;21)(p11;q22)","Acute myelomonocytic leukemia (FAB type M4)",
"FUS","TLS, FUS1, hnRNP-P2","16p11.2","ERG","erg-3, p55","21q22.3","16p11","t(16;21)(p11;q22)","Ewing tumor/peripheral primitive neuroectodermal tumor","Skeleton"
"FUS","TLS, FUS1, hnRNP-P2","16p11.2","CREB3L2","BBF2H7, TCAG_1951439","7q34","16p11","t(7;16)(q34;p11)","Fibromyxoid sarcoma","Softtissue"
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","ins(16)(q22p13p13)","Acute myelomonocytic leukemia (FAB type M4)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","ins(16)(q22p13p13)","Acute myelomonocytic leukemia (FAB type M4)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Acute monoblastic leukemia (FAB type M5)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Acute monoblastic leukemia with differentiation (FAB type M5b)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Acute monoblastic leukemia without differentiation (FAB type M5a)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Acute myeloid leukemia, NOS",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Acute myelomonocytic leukemia (FAB type M4)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Chronic myeloid leukemia, t(9;22)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Myelodysplastic syndrome, NOS",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","inv(16)(p13q22)","Refractory anemia with ringed sideroblasts",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","CREBBP","RTS, CBP, KAT3A","16p13.3","16p13","t(11;16)(q23;p13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","CREBBP","RTS, CBP, KAT3A","16p13.3","16p13","t(11;16)(q23;p13)","Acute myeloid leukemia, NOS",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","CREBBP","RTS, CBP, KAT3A","16p13.3","16p13","t(11;16)(q23;p13)","Acute myelomonocytic leukemia (FAB type M4)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","CREBBP","RTS, CBP, KAT3A","16p13.3","16p13","t(11;16)(q23;p13)","Chronic myelomonocytic leukemia",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","CREBBP","RTS, CBP, KAT3A","16p13.3","16p13","t(11;16)(q23;p13)","Myelodysplastic syndrome, NOS",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","t(16;16)(p13;q22)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","t(16;16)(p13;q22)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16p13","t(16;16)(p13;q22)","Acute myelomonocytic leukemia (FAB type M4)",
"BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","CIITA","C2TA, NLRA","16p13","16p13","t(3;16)(q27;p13)","Diffuse large B-cell lymphoma",
"CREBBP","RTS, CBP, KAT3A","16p13.3","CREBBP","RTS, CBP, KAT3A","16p13.3","16p13","t(8;16)(p11;p13)","Acute monoblastic leukemia (FAB type M5)",
"CREBBP","RTS, CBP, KAT3A","16p13.3","CREBBP","RTS, CBP, KAT3A","16p13.3","16p13","t(8;16)(p11;p13)","Acute monoblastic leukemia with differentiation (FAB type M5b)",
"CREBBP","RTS, CBP, KAT3A","16p13.3","CREBBP","RTS, CBP, KAT3A","16p13.3","16p13","t(8;16)(p11;p13)","Acute monoblastic leukemia without differentiation (FAB type M5a)",
"MYST3","MOZ, KAT6A","8p11","CREBBP","RTS, CBP, KAT3A","16p13.3","16p13","t(8;16)(p11;p13)","Acute myeloid leukemia, NOS",
"CREBBP","RTS, CBP, KAT3A","16p13.3","CREBBP","RTS, CBP, KAT3A","16p13.3","16p13","t(8;16)(p11;p13)","Acute myelomonocytic leukemia (FAB type M4)",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","16p13","t(9;22;16)(q34;q11;p13)","Chronic myeloid leukemia, aberrant translocation",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","ins(16)(q22p13p13)","Acute myelomonocytic leukemia (FAB type M4)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Acute monoblastic leukemia (FAB type M5)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Acute monoblastic leukemia with differentiation (FAB type M5b)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Acute monoblastic leukemia without differentiation (FAB type M5a)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Acute myeloid leukemia, NOS",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Acute myelomonocytic leukemia (FAB type M4)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Chronic myeloid leukemia, t(9;22)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Myelodysplastic syndrome, NOS",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","inv(16)(p13q22)","Refractory anemia with ringed sideroblasts",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","t(16;16)(p13;q22)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","t(16;16)(p13;q22)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"CBFB","PEBP2B","16q22.1","MYH11","SMMHC, SMHC","16p13.11","16q22","t(16;16)(p13;q22)","Acute myelomonocytic leukemia (FAB type M4)",
"IGH@","IGH","14q32.32-q32.33","MAF","c-MAF","16q22-q23","16q23","t(14;16)(q32;q23)","Multiple myeloma",
"RUNX1","PEBP2A2, AMLCR1","21q22.3","CBFA2T3","MTGR2, ZMYND4","16q24","16q24","t(16;21)(q24;q22)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"RUNX1","PEBP2A2, AMLCR1","21q22.3","CBFA2T3","MTGR2, ZMYND4","16q24","16q24","t(16;21)(q24;q22)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","16q24","t(9;22;16)(q34;q11;q24)","Chronic myeloid leukemia, aberrant translocation",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","GAS7","KIAA0394, MGC1348","17p13.1","17p13","t(11;17)(q23;p13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"THRAP3","TRAP150","1p34.3","USP6","Tre-2, TRE17, Tre2","17p13","17p13","t(1;17)(p34;p13)","Aneurysmal bone cyst","Skeleton"
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","17p13","t(9;22;17)(q34;q11;p13)","Chronic myeloid leukemia, aberrant translocation",
"JAZF1","TIP27, DKFZp761K2222, ZNF802","7p15.2-p15.1","SUZ12","JJAZ1, KIAA0160, CHET9","17q21","17q11","t(7;17)(p15;q11)","Endometrial stromal sarcoma","Uterus,corpus"
"TAF15","hTAFII68, RBP56, Npl3","17q11.1-q11.2","ZNF384","CAGH1A, CIZ, NMP4, NP","12p12","17q12","t(12;17)(p13;q12)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","17q21","ins(15;17)(q22;q21q21)","Acute promyelocytic leukemia (FAB type M3)",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","17q21","ins(15;17)(q22;q21q21)","Acute promyelocytic leukemia (FAB type M3)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","RARA","RAR, NR1B1","17q21.1","17q21","t(11;17)(q23;q21)","Acute myeloid leukemia, NOS",
"ZBTB16","PLZF","11q23","RARA","RAR, NR1B1","17q21.1","17q21","t(11;17)(q23;q21)","Acute promyelocytic leukemia (FAB type M3)",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","17q21","t(15;17)(q22;q21)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","17q21","t(15;17)(q22;q21)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","17q21","t(15;17)(q22;q21)","Acute myeloid leukemia, NOS",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","17q21","t(15;17)(q22;q21)","Acute promyelocytic leukemia (FAB type M3)",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","17q21","t(15;17)(q22;q21)","Bilineage or biphenotypic leukemia",
"PML","MYL, TRIM19, RNF71","15q22","RARA","RAR, NR1B1","17q21.1","17q21","t(15;17)(q22;q21)","Chronic myeloid leukemia, t(9;22)",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","17q21","t(3;17;9;22)(q26;q21;q34;q11)","Chronic myeloid leukemia, aberrant translocation",
"NPM1","B23, NPM","5q35","RARA","RAR, NR1B1","17q21.1","17q21","t(5;17)(q35;q21)","Acute promyelocytic leukemia (FAB type M3)",
"TCF7L1",,"2p11.2","EPAS1","MOP2, PASD2, HIF2A, HLF, bHLHe73","2p21-p16","17q22","t(17;19)(q22;p13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","17q22","t(9;22;17)(q34;q11;q22)","Chronic myeloid leukemia, aberrant translocation",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SEPT9","MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1","17q25","17q25","t(11;17)(q23;q25)","Acute monoblastic leukemia (FAB type M5)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SEPT9","MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1","17q25","17q25","t(11;17)(q23;q25)","Acute monoblastic leukemia with differentiation (FAB type M5b)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SEPT9","MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1","17q25","17q25","t(11;17)(q23;q25)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SEPT9","MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1","17q25","17q25","t(11;17)(q23;q25)","Acute myeloid leukemia, NOS",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SEPT9","MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1","17q25","17q25","t(11;17)(q23;q25)","Acute myelomonocytic leukemia (FAB type M4)",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","17q25","t(9;22;17)(q34;q11;q25)","Chronic myeloid leukemia, aberrant translocation",
"ASPSCR1","ASPS, ASPL, UBXD9, UBXN9","17q25","TFE3","TFEA, bHLHe33","Xp11.22","17q25","t(X;17)(p11;q25)","Adenocarcinoma","Kidney"
"ASPSCR1","ASPS, ASPL, UBXD9, UBXN9","17q25","TFE3","TFEA, bHLHe33","Xp11.22","17q25","t(X;17)(p11;q25)","Alveolar soft part sarcoma","Softtissue"
"SS18","SYT","18q11.2","SSX1","CT5.1","Xp11.23","18q11","t(X;18)(p11;q11)","Synovial sarcoma","Softtissue"
"SS18","SYT","18q11.2","SSX1","CT5.1","Xp11.23","18q11","t(X;18)(p11;q11)","Synovial sarcoma","Intraabdominal"
"SS18","SYT","18q11.2","SSX1","CT5.1","Xp11.23","18q11","t(X;18)(p11;q11)","Synovial sarcoma","Lung"
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","18q21","t(14;18)(q32;q21)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","18q21","t(14;18)(q32;q21)","Burkitt lymphoma/leukemia",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","18q21","t(14;18)(q32;q21)","Chronic lymphocytic leukemia",
"BCL2","Bcl-2","18q21.3","BCL2","Bcl-2","18q21.3","18q21","t(14;18)(q32;q21)","Diffuse large B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","MALT1",,"18q21","18q21","t(14;18)(q32;q21)","Extranodal marginal zone B-cell lymphoma","Eye"
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","18q21","t(14;18)(q32;q21)","Follicular lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","18q21","t(14;18)(q32;q21)","Mature B-cell neoplasm, NOS",
"IGL@","IGL","22q11.2","BCL2","Bcl-2","18q21.3","18q21","t(18;22)(q21;q11)","Chronic lymphocytic leukemia",
"IGK@","IGK","2p11.2","BCL2","Bcl-2","18q21.3","18q21","t(2;18)(p11;q21)","Diffuse large B-cell lymphoma",
"IGK@","IGK","2p11.2","BCL2","Bcl-2","18q21.3","18q21","t(2;18)(p11;q21)","Follicular lymphoma",
"BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","BCL2","Bcl-2","18q21.3","18q21","t(3;14;18)(q27;q32;q21)","Follicular lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","18q21","t(8;14;18)(q24;q32;q21)","Burkitt lymphoma/leukemia",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","18q21","t(8;14;18)(q24;q32;q21)","Follicular lymphoma",
"CRTC1","KIAA0616, FLJ14027, TORC1","19p13","MAML2","KIAA1819, MAM3","11q","19p13","t(11;19)(q21;p13)","Mucoepidermoid carcinoma","Salivarygland"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT1","ENL, LTG19, YEATS1","19p13.3","19p13","t(11;19)(q23;p13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","19p13","t(11;19)(q23;p13)","Acute monoblastic leukemia (FAB type M5)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","19p13","t(11;19)(q23;p13)","Acute monoblastic leukemia with differentiation (FAB type M5b)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT1","ENL, LTG19, YEATS1","19p13.3","19p13","t(11;19)(q23;p13)","Acute monoblastic leukemia without differentiation (FAB type M5a)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","19p13","t(11;19)(q23;p13)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT1","ENL, LTG19, YEATS1","19p13.3","19p13","t(11;19)(q23;p13)","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","19p13","t(11;19)(q23;p13)","Acute myeloid leukemia, NOS",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","19p13","t(11;19)(q23;p13)","Acute myelomonocytic leukemia (FAB type M4)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","19p13","t(11;19)(q23;p13)","Chronic myelomonocytic leukemia",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","19p13","t(11;19)(q23;p13)","Myelodysplastic syndrome, NOS",
"NOP2","NOP120, NSUN1, p120","12p13","TCF7L1",,"2p11.2","19p13","t(12;19)(p13;p13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TCF7L1",,"2p11.2","EPAS1","MOP2, PASD2, HIF2A, HLF, bHLHe73","2p21-p16","19p13","t(17;19)(q22;p13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TCF7L1",,"2p11.2","DAZAP1","MGC19907","19p13.3","19p13","t(1;19)(q23;p13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TCF7L1",,"2p11.2","PBX1",,"1q23.3","19p13","t(1;19)(q23;p13)","Burkitt lymphoma/leukemia",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","19p13","t(9;22;19)(q34;q11;p13)","Chronic myeloid leukemia, aberrant translocation",
"TRA@","TRA","14q11.2","PVRL2","PVRR2, PRR2, CD112","19q13.2-q13.4","19q13","t(14;19)(q11;q13)","Peripheral T-cell lymphoma, unspecified",
"IGH@","IGH","14q32.32-q32.33","CEBPA","C/EBP-alpha","19q13.1","19q13","t(14;19)(q32;q13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","19q13","t(14;19)(q32;q13)","Chronic lymphocytic leukemia",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","19q13","t(14;19)(q32;q13)","Diffuse large B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","19q13","t(14;19)(q32;q13)","Follicular lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","19q13","t(14;19)(q32;q13)","Mature B-cell neoplasm, NOS",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","19q13","t(14;19)(q32;q13)","Nodal marginal zone B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","19q13","t(14;19)(q32;q13)","Splenic marginal zone B-cell lymphoma",
"CIC","KIAA0306","19q13.2","DUX4",,"4q35","19q13","t(4;19)(q35;q13)","Soft tissue tumor, special type","Softtissue"
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","19q13","t(9;22;19)(q34;q11;q13)","Chronic myeloid leukemia, aberrant translocation",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","20p13","t(9;22;20)(q34;q11;p13)","Chronic myeloid leukemia, aberrant translocation",
"IGH@","IGH","14q32.32-q32.33","CEBPB","LAP, CRP2, NFIL6, IL6DBP","20q13.1","20q13","t(14;20)(q32;q13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","20q13","t(9;22;20)(q34;q11;q13)","Chronic myeloid leukemia, aberrant translocation",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","21q11","t(9;22;21)(q34;q11;q11)","Chronic myeloid leukemia, aberrant translocation",
"EWSR1","EWS","22q12.2","ERG","erg-3, p55","21q22.3","21q22","ins(21;22)(q22;q12q12)","Ewing tumor/peripheral primitive neuroectodermal tumor","Skeleton"
"RUNX1","PEBP2A2, AMLCR1","21q22.3","RUNX1T1","CDR, ETO, MTG8, ZMYND2","8q22","21q22","ins(21;8)(q22;q13q22)","Acute myeloid leukemia, NOS",
